Zone_ID,Latitude,Longitude,Avg_Elevation,Min_Elevation,Max_Elevation,Avg_Slope,Max_Slope,Terrain_Risk,Temperature,Humidity,Pressure,Visibility,Wind_Speed,Clouds,Visibility_Risk,Weather_Risk,NDVI,Vegetation_Density,Land_Cover,Vegetation_Risk,Coverage_Pct,Blind_Spots,Max_Gap_Hours,Patrols_Conducted,Night_Shifts,Vehicles_Available,Drones_Deployed,Readiness_Score,Patrol_Risk,Historical_Event_Count,Successful_Detection_Count,Detection_Rate,Average_Response_Time,Night_Event_Count,Historical_Risk,Human_Detection_Count,Vehicle_Detection_Count,Avg_Camera_Confidence,Night_Movement_Count,Camera_Activity_Score,Motion_Score,Infrared_Score,Acoustic_Score,Seismic_Score,Sensor_Activity_Score,Environmental_Risk_Score,Operational_Risk_Score,Historical_Risk_Score,Risk_Score,Risk_Level
SGR_ZONE_119,34.15984,74.95386,2678.15,1967.0,3535.0,21.76,40.7,0.4248,0.373,1.0,0.5625,10000.0,0.6471,0.5,1,0.4366,0.538,0.6011,Grassland,0.5607,83.62,1.08,4.22,32.92,12.5,1.92,0.0,87.95,0.1455,60,40,0.6667,32.15,60,0.5613,4,3,0.8813,4,0.4067,0.2254,0.0,0.5141,0.332,0.2315,0.4753,0.2149,0.5613,89.98,Critical
SGR_ZONE_120,34.15984,74.98335,3569.57,3089.0,3926.0,15.21,30.81,0.4394,0.2503,1.0,0.5625,10000.0,0.6645,0.5833,1,0.4513,0.6463,0.7535,Dense Brush,0.7921,84.97,1.0,2.48,31.25,11.83,2.17,0.0,88.42,0.1143,20,15,0.75,31.33,20,0.3044,3,2,0.8403,3,0.2967,0.362,0.4078,0.1245,0.1757,0.3003,0.5658,0.188,0.3044,65.05,High
SGR_ZONE_121,34.15984,75.01284,3620.97,3188.0,3985.0,12.72,38.16,0.412,0.2057,0.9644,0.5625,10000.0,0.6465,0.7396,1,0.4718,0.6339,0.6916,Dense Brush,0.755,80.42,1.42,4.9,32.42,12.42,2.25,0.0,88.8,0.1684,28,16,0.5714,32.81,28,0.4169,2,4,0.8644,2,0.2867,0.2064,0.501,0.6475,0.0,0.352,0.547,0.2288,0.4169,83.89,Critical
SGR_ZONE_122,34.18538,74.67372,1583.41,1573.0,1599.0,1.68,6.02,0.0319,0.2511,0.9587,0.625,10000.0,0.7773,0.7917,1,0.4588,0.7348,0.8515,Forest,0.8509,85.27,1.0,3.48,19.17,7.33,2.08,0.0,74.94,0.1552,31,23,0.7419,33.17,31,0.3753,8,4,0.8699,9,0.7733,0.0,0.4996,0.9192,0.2594,0.3726,0.4253,0.3223,0.3753,73.73,Critical
SGR_ZONE_123,34.18538,74.70321,1582.24,1577.0,1591.0,1.19,5.59,0.0253,0.2606,0.9219,0.6875,10000.0,0.8031,0.7917,1,0.4511,0.5943,0.637,Dense Brush,0.7222,75.17,2.0,5.97,27.67,10.42,2.08,0.0,78.16,0.2304,37,28,0.7568,33.61,37,0.4053,1,3,0.8649,1,0.1767,0.1512,0.4846,0.159,0.4303,0.2946,0.3757,0.2325,0.4053,55.63,High
SGR_ZONE_124,34.18538,74.7327,1581.58,1578.0,1589.0,1.11,5.0,0.0241,0.3991,0.8694,0.8125,10000.0,0.6381,0.6875,1,0.4269,0.6472,0.6792,Dense Brush,0.7475,95.13,0.08,8.75,17.5,7.0,2.17,0.0,80.55,0.1783,39,27,0.6923,30.89,39,0.43,3,2,0.8771,3,0.2967,0.1897,0.357,0.4162,0.7506,0.3693,0.378,0.2402,0.43,60.59,High
SGR_ZONE_125,34.18538,74.76219,1583.81,1578.0,1595.0,1.36,6.02,0.0277,0.125,0.77,0.9375,10000.0,0.3908,0.5417,1,0.4541,0.8202,0.9225,Forest,0.8935,82.43,1.25,4.52,17.42,7.17,1.92,0.0,71.15,0.19,33,22,0.6667,30.73,33,0.4047,2,5,0.8272,4,0.3733,0.3936,0.2056,0.3112,0.4625,0.3311,0.4373,0.2549,0.4047,68.93,High
SGR_ZONE_126,34.18538,74.79167,1583.21,1578.0,1615.0,1.14,4.03,0.0248,0.3697,0.6675,1.0,10000.0,0.2821,0.4583,1,0.4275,0.571,0.6739,Dense Brush,0.7444,97.0,0.17,23.13,6.58,3.33,2.0,0.0,68.47,0.4106,51,43,0.8431,33.98,51,0.455,4,6,0.8259,6,0.56,0.4571,0.0228,0.5535,0.3272,0.3266,0.3773,0.4237,0.455,93.1,Critical
SGR_ZONE_127,34.18538,74.82116,1619.06,1597.0,1669.0,1.48,7.57,0.0334,0.4594,0.6306,1.0,10000.0,0.2431,0.4688,1,0.3955,0.8334,0.9684,Forest,0.921,99.91,0.0,9.32,13.17,5.58,1.83,0.0,75.05,0.1861,24,18,0.75,41.17,24,0.3597,3,4,0.8535,6,0.4433,0.2038,0.3636,0.1682,0.3687,0.2694,0.4346,0.2542,0.3597,62.24,High
SGR_ZONE_128,34.18538,74.85065,1654.07,1596.0,1882.0,3.01,19.04,0.0577,0.4361,0.625,1.0,10000.0,0.3109,0.5208,1,0.3989,0.533,0.5621,Grassland,0.5372,84.54,1.08,4.96,30.67,11.58,1.92,0.0,85.58,0.1591,21,15,0.7143,29.33,21,0.3159,7,1,0.8222,5,0.5167,0.7007,0.4293,0.4038,0.0,0.4548,0.3108,0.2898,0.3159,42.23,Medium
SGR_ZONE_129,34.18538,74.88014,1842.94,1603.0,2426.0,9.12,26.1,0.1608,0.0,0.6194,0.75,10000.0,0.3955,0.6875,1,0.4602,0.7458,0.785,Forest,0.811,98.16,0.0,6.29,18.5,7.42,2.0,0.0,81.52,0.1324,47,39,0.8298,30.95,47,0.4271,6,2,0.8344,2,0.42,0.9066,0.1733,0.2505,0.367,0.4744,0.4632,0.2583,0.4271,76.65,Critical
SGR_ZONE_130,34.18538,74.90963,2070.89,1752.0,2708.0,12.05,32.88,0.2259,0.1391,0.6138,0.5625,10000.0,0.3818,0.8437,1,0.4596,0.6691,0.7747,Dense Brush,0.8048,91.77,0.25,2.31,27.92,10.58,2.5,0.0,92.58,0.0712,14,11,0.7857,22.45,14,0.2286,3,0,0.8062,3,0.23,0.5,0.0,0.3558,0.6655,0.346,0.4869,0.1579,0.2286,37.37,Medium
SGR_ZONE_131,34.18538,74.93912,2519.36,1973.0,3062.0,21.27,52.69,0.4001,0.2962,0.5425,0.375,10000.0,0.4076,0.9687,1,0.4591,0.5477,0.5995,Grassland,0.5597,99.74,0.0,5.67,17.25,7.0,1.92,0.0,80.07,0.1231,36,27,0.75,32.19,36,0.3973,8,1,0.8244,7,0.62,0.0,0.3731,0.2744,0.061,0.176,0.4707,0.2331,0.3973,69.76,High
SGR_ZONE_132,34.18538,74.9686,3026.52,2482.0,3638.0,17.99,37.55,0.4143,0.2396,0.5212,0.25,10000.0,0.3997,1.0,1,0.4708,0.3501,0.3339,Grassland,0.4003,85.64,1.08,2.65,35.83,13.67,2.08,0.0,92.74,0.109,18,15,0.8333,28.87,18,0.2558,6,3,0.8125,4,0.5067,0.0,0.3798,0.288,0.4352,0.2368,0.4235,0.2141,0.2558,39.93,Medium
SGR_ZONE_133,34.18538,74.99809,3569.87,2881.0,3985.0,18.21,52.6,0.4794,0.2575,0.5156,0.25,10000.0,0.365,0.9583,1,0.4579,0.576,0.5712,Dense Brush,0.6827,87.2,0.83,2.02,27.33,10.5,2.0,0.0,84.72,0.1064,30,24,0.8,32.46,30,0.3469,1,1,0.8906,1,0.11,0.389,0.3078,0.1882,0.2711,0.3068,0.5452,0.1472,0.3469,61.07,High
SGR_ZONE_134,34.21091,74.68847,1597.45,1577.0,1610.0,1.4,5.5,0.0298,0.4735,0.4944,0.25,10000.0,0.4538,0.8542,1,0.3936,0.713,0.7128,Forest,0.7677,79.99,1.58,2.53,35.0,13.33,2.08,0.0,88.92,0.1387,43,30,0.6977,31.27,43,0.4519,4,6,0.8307,5,0.5333,0.0572,0.3255,0.3751,0.076,0.2041,0.379,0.2307,0.4519,62.24,High
SGR_ZONE_135,34.21091,74.71795,1582.68,1577.0,1610.0,1.12,5.39,0.0244,0.4373,0.4888,0.3125,10000.0,0.5342,0.8021,1,0.3807,0.5328,0.5926,Grassland,0.5556,85.01,1.08,3.79,30.58,11.5,2.33,0.0,89.31,0.1337,32,23,0.7188,31.7,32,0.3841,0,5,0.7832,3,0.2467,0.0,0.4372,0.0,0.2071,0.1622,0.2994,0.162,0.3841,29.38,Medium
SGR_ZONE_136,34.21091,74.74744,1583.19,1578.0,1595.0,1.14,4.03,0.0248,0.1942,0.3862,0.3125,10000.0,0.47,0.7292,1,0.3842,0.6683,0.6634,Dense Brush,0.738,100.0,0.0,5.01,11.92,5.0,1.75,0.0,72.5,0.128,30,22,0.7333,30.64,30,0.3642,1,3,0.8911,1,0.1767,0.3031,0.0,0.4853,0.5467,0.2852,0.3643,0.1692,0.3642,38.14,Medium
SGR_ZONE_137,34.21091,74.77693,1606.02,1580.0,1884.0,3.33,25.95,0.0565,0.2445,0.3181,0.3125,10000.0,0.3487,0.6771,1,0.3804,0.6307,0.6943,Dense Brush,0.7566,92.62,0.5,11.49,8.08,3.58,2.42,0.0,70.97,0.2529,44,32,0.7273,36.06,44,0.4632,6,4,0.8231,4,0.54,0.5269,0.269,0.0,0.2705,0.3057,0.3825,0.3209,0.4632,78.68,Critical
SGR_ZONE_138,34.21091,74.80642,1706.07,1580.0,2025.0,6.02,23.71,0.1038,0.0984,0.25,0.375,10000.0,0.5258,0.5937,1,0.3469,0.4433,0.5107,Grassland,0.5064,88.43,0.58,2.17,24.33,9.5,2.0,0.0,82.71,0.1039,41,30,0.7317,32.27,41,0.4321,2,3,0.8767,3,0.28,0.2505,0.4686,0.9418,0.5945,0.5058,0.3055,0.2195,0.4321,46.05,Medium
SGR_ZONE_139,34.21091,74.83591,1978.21,1664.0,2700.0,12.57,40.53,0.2223,0.125,0.2444,0.375,10000.0,0.7179,0.4479,1,0.2834,0.5216,0.5438,Grassland,0.5263,77.58,1.58,2.98,31.17,11.92,1.92,0.0,82.78,0.1624,38,30,0.7895,34.1,38,0.4011,1,5,0.8105,2,0.27,0.1478,0.3886,0.1989,0.0,0.2081,0.344,0.1931,0.4011,43.74,Medium
SGR_ZONE_140,34.21091,74.8654,2339.76,1744.0,3289.0,17.94,37.37,0.3351,0.2165,0.3013,0.375,10000.0,0.8739,0.2708,1,0.2401,0.4949,0.5252,Grassland,0.5151,93.91,0.33,3.68,17.17,7.08,1.75,0.0,75.64,0.1229,41,27,0.6585,32.93,41,0.4599,3,1,0.8461,2,0.2367,0.5068,0.0,0.2638,0.3224,0.2785,0.3744,0.1768,0.4599,54.0,High
SGR_ZONE_141,34.21091,74.89488,2763.92,2201.0,3246.0,20.21,40.89,0.414,0.1408,0.3237,0.375,10000.0,0.8493,0.1042,1,0.2314,0.4819,0.5632,Grassland,0.5379,76.48,1.83,5.67,24.92,9.58,2.17,0.0,77.34,0.221,44,34,0.7727,28.59,44,0.4223,6,4,0.8741,7,0.62,0.0,0.7681,0.4949,0.3842,0.387,0.4117,0.334,0.4223,79.84,Critical
SGR_ZONE_142,34.21091,74.92437,2705.37,2186.0,3092.0,19.46,40.0,0.3973,0.1922,0.4119,0.375,10000.0,0.6255,0.0,1,0.2528,0.5831,0.5795,Dense Brush,0.6877,77.29,1.83,3.28,24.0,9.42,2.17,0.0,77.16,0.1848,20,17,0.85,28.41,20,0.2597,2,0,0.8195,1,0.1267,0.3599,0.6045,0.1202,0.4568,0.3999,0.4628,0.2162,0.2597,47.05,Medium
SGR_ZONE_143,34.21091,74.95386,2601.56,2071.0,3201.0,17.26,31.06,0.356,0.255,0.4375,0.375,10000.0,0.5882,0.0104,1,0.2633,0.6102,0.5736,Dense Brush,0.6842,99.65,0.0,9.89,13.0,5.58,2.25,0.0,79.11,0.1867,14,10,0.7143,33.6,14,0.2908,5,5,0.7876,4,0.5233,0.0,0.2368,0.4303,0.1705,0.1827,0.4477,0.2532,0.2908,54.77,High
SGR_ZONE_144,34.23645,74.7327,1598.23,1581.0,1812.0,2.3,14.53,0.0419,0.2603,0.4319,0.375,10000.0,0.593,0.1667,1,0.2889,0.4108,0.4813,Grassland,0.4888,77.97,1.75,2.24,29.42,11.08,2.0,0.0,80.92,0.1587,36,23,0.6389,26.0,36,0.4156,4,2,0.8211,6,0.4267,0.1869,0.5126,0.2018,0.1887,0.2879,0.2601,0.2381,0.4156,39.54,Medium
SGR_ZONE_145,34.23645,74.76219,1595.83,1584.0,1611.0,1.16,3.2,0.0264,0.0272,0.4106,0.375,10000.0,0.5624,0.3229,1,0.327,0.4289,0.4407,Grassland,0.4644,84.92,0.92,4.67,14.42,6.25,1.67,0.0,67.57,0.1861,22,16,0.7273,28.44,22,0.314,4,4,0.8129,2,0.3867,0.4952,0.4586,0.2321,0.4416,0.4236,0.2548,0.2737,0.314,30.51,Medium
SGR_ZONE_146,34.23645,74.79167,1695.61,1593.0,1992.0,5.31,22.02,0.0932,0.1929,0.3237,0.3125,10000.0,0.6092,0.4479,1,0.3193,0.3735,0.3862,Grassland,0.4317,78.44,1.5,5.58,28.08,10.67,2.08,0.0,81.22,0.1996,35,26,0.7429,32.58,35,0.3955,6,6,0.8015,5,0.6333,0.0,0.2183,0.5726,0.1256,0.1988,0.2682,0.2862,0.3955,45.74,Medium
SGR_ZONE_147,34.23645,74.82116,2320.64,1795.0,3136.0,18.19,34.12,0.3364,0.3263,0.3181,0.3125,10000.0,0.53,0.4062,1,0.3149,0.3269,0.4021,Alpine Scrub,0.4413,93.0,0.33,18.04,7.92,3.42,2.5,0.0,71.77,0.3419,40,30,0.75,32.83,40,0.4219,3,2,0.9036,3,0.2967,0.0,0.4494,0.1935,0.2277,0.2077,0.3677,0.306,0.4219,68.34,High
SGR_ZONE_148,34.23645,74.85065,2959.24,2469.0,3389.0,19.36,39.96,0.4248,0.2757,0.3281,0.375,10000.0,0.2095,0.2708,1,0.3268,0.3869,0.391,Grassland,0.4346,80.31,1.42,3.02,29.83,11.33,1.92,0.0,82.45,0.1539,44,31,0.7045,30.61,44,0.453,1,1,0.7424,1,0.11,0.0,0.1051,0.2343,0.4428,0.1448,0.4037,0.1433,0.453,52.41,High
SGR_ZONE_149,34.23645,74.88014,2719.94,2097.0,3278.0,18.36,34.37,0.3842,0.3203,0.3225,0.375,10000.0,0.0,0.2083,1,0.3477,0.4151,0.4719,Grassland,0.4832,89.33,0.5,1.78,30.75,11.58,2.17,0.0,90.65,0.0785,41,34,0.8293,29.15,41,0.3875,3,2,0.8562,5,0.35,0.2442,0.3055,0.5431,0.4122,0.3476,0.4097,0.1866,0.3875,51.32,High
SGR_ZONE_150,34.23645,74.90963,2205.45,1799.0,2802.0,13.53,34.68,0.261,0.2191,0.3481,0.3125,10000.0,0.1897,0.3125,1,0.3546,0.3933,0.4641,Grassland,0.4785,88.25,0.75,5.94,16.75,7.0,1.92,0.0,73.98,0.1809,54,39,0.7222,34.9,54,0.5173,3,3,0.9288,4,0.3567,0.0,0.3618,0.2673,0.6992,0.2669,0.3605,0.2333,0.5173,68.62,High
