Event_ID,Zone_ID,Date,Month,Season,Hour,Detection_Status,Outcome,Method,Response_Time_Min,Weather_Condition
EVT_063_02180,SGR_ZONE_063,2024-10-22,10,Autumn,0,1,Neutralized,Foot Patrol,24.0,Snow
EVT_063_02181,SGR_ZONE_063,2024-10-22,10,Autumn,0,0,Undetected,Vehicle,,Clear
EVT_063_02182,SGR_ZONE_063,2024-11-21,11,Autumn,4,1,Retreated,Unknown,50.0,Clear
EVT_063_02183,SGR_ZONE_063,2024-11-21,11,Autumn,1,1,Neutralized,Unknown,45.0,Clear
EVT_063_02184,SGR_ZONE_063,2024-11-21,11,Autumn,22,1,Alert Triggered,Unknown,35.0,Fog
EVT_063_02185,SGR_ZONE_063,2024-11-21,11,Autumn,0,0,Undetected,Vehicle,,Clear
EVT_064_02186,SGR_ZONE_064,2023-01-31,1,Winter,23,1,Retreated,Foot Patrol,19.0,Fog
EVT_064_02187,SGR_ZONE_064,2023-01-31,1,Winter,0,1,Retreated,Unknown,49.0,Fog
EVT_064_02188,SGR_ZONE_064,2023-04-01,4,Spring,23,1,Neutralized,Unknown,40.0,Cloudy
EVT_064_02189,SGR_ZONE_064,2023-04-01,4,Spring,0,1,Retreated,Foot Patrol,52.0,Fog
EVT_064_02190,SGR_ZONE_064,2023-04-01,4,Spring,0,1,Neutralized,Unknown,51.0,Cloudy
EVT_064_02191,SGR_ZONE_064,2023-04-01,4,Spring,2,0,Undetected,Foot Patrol,,Cloudy
EVT_064_02192,SGR_ZONE_064,2023-04-01,4,Spring,1,1,Retreated,Vehicle,47.0,Clear
EVT_064_02193,SGR_ZONE_064,2023-04-01,4,Spring,23,1,Retreated,Foot Patrol,53.0,Cloudy
EVT_064_02194,SGR_ZONE_064,2023-05-01,5,Spring,22,0,Undetected,Vehicle,,Snow
EVT_064_02195,SGR_ZONE_064,2023-05-01,5,Spring,0,1,Neutralized,Foot Patrol,47.0,Clear
EVT_064_02196,SGR_ZONE_064,2023-08-29,8,Monsoon,22,0,Undetected,Vehicle,,Cloudy
EVT_064_02197,SGR_ZONE_064,2023-09-28,9,Autumn,1,1,Alert Triggered,Unknown,18.0,Clear
EVT_064_02198,SGR_ZONE_064,2023-09-28,9,Autumn,4,1,Retreated,Unknown,13.0,Fog
EVT_064_02199,SGR_ZONE_064,2024-01-26,1,Winter,0,1,Neutralized,Foot Patrol,28.0,Snow
EVT_064_02200,SGR_ZONE_064,2024-01-26,1,Winter,23,1,Retreated,Foot Patrol,51.0,Clear
EVT_064_02201,SGR_ZONE_064,2024-01-26,1,Winter,1,0,Undetected,Unknown,,Clear
EVT_064_02202,SGR_ZONE_064,2024-02-25,2,Winter,3,1,Retreated,Foot Patrol,27.0,Fog
EVT_064_02203,SGR_ZONE_064,2024-02-25,2,Winter,23,1,Alert Triggered,Foot Patrol,34.0,Cloudy
EVT_064_02204,SGR_ZONE_064,2024-06-24,6,Monsoon,1,1,Neutralized,Foot Patrol,12.0,Clear
EVT_064_02205,SGR_ZONE_064,2024-09-22,9,Autumn,22,1,Retreated,Foot Patrol,25.0,Snow
EVT_064_02206,SGR_ZONE_064,2024-09-22,9,Autumn,4,1,Neutralized,Foot Patrol,28.0,Snow
EVT_064_02207,SGR_ZONE_064,2024-09-22,9,Autumn,0,1,Neutralized,Foot Patrol,58.0,Snow
EVT_064_02208,SGR_ZONE_064,2024-10-22,10,Autumn,2,1,Neutralized,Vehicle,37.0,Snow
EVT_064_02209,SGR_ZONE_064,2024-10-22,10,Autumn,1,0,Undetected,Foot Patrol,,Fog
EVT_065_02210,SGR_ZONE_065,2023-01-01,1,Winter,1,1,Retreated,Foot Patrol,54.0,Clear
EVT_065_02211,SGR_ZONE_065,2023-01-01,1,Winter,2,0,Undetected,Foot Patrol,,Clear
EVT_065_02212,SGR_ZONE_065,2023-01-31,1,Winter,4,1,Retreated,Foot Patrol,44.0,Clear
EVT_065_02213,SGR_ZONE_065,2023-01-31,1,Winter,1,1,Retreated,Unknown,7.0,Fog
EVT_065_02214,SGR_ZONE_065,2023-03-02,3,Spring,1,1,Alert Triggered,Foot Patrol,58.0,Clear
EVT_065_02215,SGR_ZONE_065,2023-03-02,3,Spring,1,0,Undetected,Unknown,,Fog
EVT_065_02216,SGR_ZONE_065,2023-03-02,3,Spring,3,0,Undetected,Foot Patrol,,Fog
EVT_065_02217,SGR_ZONE_065,2023-03-02,3,Spring,3,1,Neutralized,Vehicle,17.0,Snow
EVT_065_02218,SGR_ZONE_065,2023-06-30,6,Monsoon,4,1,Retreated,Foot Patrol,18.0,Clear
EVT_065_02219,SGR_ZONE_065,2023-06-30,6,Monsoon,0,1,Neutralized,Unknown,6.0,Clear
EVT_065_02220,SGR_ZONE_065,2023-06-30,6,Monsoon,23,1,Neutralized,Foot Patrol,14.0,Clear
EVT_065_02221,SGR_ZONE_065,2023-06-30,6,Monsoon,4,1,Retreated,Vehicle,20.0,Clear
EVT_065_02222,SGR_ZONE_065,2023-06-30,6,Monsoon,0,0,Undetected,Foot Patrol,,Clear
EVT_065_02223,SGR_ZONE_065,2023-07-30,7,Monsoon,0,1,Neutralized,Vehicle,21.0,Cloudy
EVT_065_02224,SGR_ZONE_065,2023-08-29,8,Monsoon,22,1,Neutralized,Foot Patrol,16.0,Cloudy
EVT_065_02225,SGR_ZONE_065,2023-08-29,8,Monsoon,23,1,Retreated,Foot Patrol,44.0,Cloudy
EVT_065_02226,SGR_ZONE_065,2024-03-26,3,Spring,22,1,Alert Triggered,Foot Patrol,45.0,Fog
EVT_065_02227,SGR_ZONE_065,2024-03-26,3,Spring,22,0,Undetected,Vehicle,,Cloudy
EVT_065_02228,SGR_ZONE_065,2024-11-21,11,Autumn,23,1,Retreated,Vehicle,9.0,Clear
EVT_065_02229,SGR_ZONE_065,2024-11-21,11,Autumn,3,1,Retreated,Vehicle,17.0,Cloudy
EVT_066_02230,SGR_ZONE_066,2023-01-01,1,Winter,0,1,Retreated,Unknown,55.0,Cloudy
EVT_066_02231,SGR_ZONE_066,2023-01-01,1,Winter,1,1,Neutralized,Unknown,48.0,Cloudy
EVT_066_02232,SGR_ZONE_066,2023-01-31,1,Winter,22,1,Neutralized,Vehicle,29.0,Snow
EVT_066_02233,SGR_ZONE_066,2023-03-02,3,Spring,4,0,Undetected,Foot Patrol,,Fog
EVT_066_02234,SGR_ZONE_066,2023-03-02,3,Spring,1,1,Retreated,Foot Patrol,6.0,Cloudy
EVT_066_02235,SGR_ZONE_066,2023-03-02,3,Spring,1,1,Retreated,Vehicle,49.0,Cloudy
EVT_066_02236,SGR_ZONE_066,2023-03-02,3,Spring,2,1,Retreated,Unknown,57.0,Snow
EVT_066_02237,SGR_ZONE_066,2023-04-01,4,Spring,22,1,Neutralized,Vehicle,36.0,Snow
EVT_066_02238,SGR_ZONE_066,2023-04-01,4,Spring,1,0,Undetected,Drone (Suspicious),,Clear
EVT_066_02239,SGR_ZONE_066,2023-05-01,5,Spring,1,1,Alert Triggered,Foot Patrol,29.0,Clear
EVT_066_02240,SGR_ZONE_066,2023-05-01,5,Spring,3,1,Neutralized,Unknown,5.0,Clear
EVT_066_02241,SGR_ZONE_066,2023-05-31,5,Spring,22,1,Retreated,Unknown,47.0,Fog
EVT_066_02242,SGR_ZONE_066,2023-05-31,5,Spring,22,1,Retreated,Foot Patrol,45.0,Fog
EVT_066_02243,SGR_ZONE_066,2023-07-30,7,Monsoon,0,0,Undetected,Drone (Suspicious),,Snow
EVT_066_02244,SGR_ZONE_066,2023-07-30,7,Monsoon,0,1,Neutralized,Vehicle,10.0,Fog
EVT_066_02245,SGR_ZONE_066,2023-10-28,10,Autumn,0,1,Alert Triggered,Drone (Suspicious),30.0,Clear
EVT_066_02246,SGR_ZONE_066,2023-10-28,10,Autumn,1,0,Undetected,Drone (Suspicious),,Clear
EVT_066_02247,SGR_ZONE_066,2023-11-27,11,Autumn,2,1,Retreated,Vehicle,11.0,Clear
EVT_066_02248,SGR_ZONE_066,2023-11-27,11,Autumn,22,0,Undetected,Foot Patrol,,Cloudy
EVT_066_02249,SGR_ZONE_066,2023-12-27,12,Winter,0,1,Retreated,Unknown,30.0,Clear
EVT_066_02250,SGR_ZONE_066,2024-01-26,1,Winter,23,0,Undetected,Foot Patrol,,Clear
EVT_066_02251,SGR_ZONE_066,2024-01-26,1,Winter,22,1,Retreated,Drone (Suspicious),22.0,Fog
EVT_066_02252,SGR_ZONE_066,2024-01-26,1,Winter,3,1,Retreated,Foot Patrol,13.0,Cloudy
EVT_066_02253,SGR_ZONE_066,2024-02-25,2,Winter,0,1,Retreated,Vehicle,30.0,Clear
EVT_066_02254,SGR_ZONE_066,2024-02-25,2,Winter,1,0,Undetected,Foot Patrol,,Clear
EVT_066_02255,SGR_ZONE_066,2024-02-25,2,Winter,0,1,Alert Triggered,Foot Patrol,52.0,Cloudy
EVT_066_02256,SGR_ZONE_066,2024-02-25,2,Winter,0,1,Neutralized,Foot Patrol,37.0,Clear
EVT_066_02257,SGR_ZONE_066,2024-03-26,3,Spring,1,1,Neutralized,Foot Patrol,49.0,Clear
EVT_066_02258,SGR_ZONE_066,2024-05-25,5,Spring,23,1,Neutralized,Foot Patrol,50.0,Cloudy
EVT_066_02259,SGR_ZONE_066,2024-05-25,5,Spring,2,1,Alert Triggered,Drone (Suspicious),54.0,Fog
EVT_066_02260,SGR_ZONE_066,2024-05-25,5,Spring,0,0,Undetected,Unknown,,Clear
EVT_066_02261,SGR_ZONE_066,2024-05-25,5,Spring,23,1,Neutralized,Vehicle,57.0,Clear
EVT_066_02262,SGR_ZONE_066,2024-07-24,7,Monsoon,1,1,Neutralized,Foot Patrol,24.0,Cloudy
EVT_066_02263,SGR_ZONE_066,2024-07-24,7,Monsoon,1,1,Alert Triggered,Drone (Suspicious),48.0,Cloudy
EVT_066_02264,SGR_ZONE_066,2024-07-24,7,Monsoon,1,1,Neutralized,Vehicle,32.0,Fog
EVT_066_02265,SGR_ZONE_066,2024-08-23,8,Monsoon,22,1,Retreated,Drone (Suspicious),12.0,Cloudy
EVT_066_02266,SGR_ZONE_066,2024-08-23,8,Monsoon,2,0,Undetected,Drone (Suspicious),,Clear
EVT_066_02267,SGR_ZONE_066,2024-09-22,9,Autumn,0,1,Alert Triggered,Foot Patrol,47.0,Cloudy
EVT_066_02268,SGR_ZONE_066,2024-09-22,9,Autumn,23,0,Undetected,Foot Patrol,,Clear
EVT_066_02269,SGR_ZONE_066,2024-09-22,9,Autumn,0,1,Alert Triggered,Foot Patrol,47.0,Clear
EVT_066_02270,SGR_ZONE_066,2024-10-22,10,Autumn,4,0,Undetected,Foot Patrol,,Clear
EVT_066_02271,SGR_ZONE_066,2024-10-22,10,Autumn,0,1,Retreated,Foot Patrol,21.0,Cloudy
EVT_066_02272,SGR_ZONE_066,2024-10-22,10,Autumn,1,1,Retreated,Foot Patrol,58.0,Clear
EVT_066_02273,SGR_ZONE_066,2024-11-21,11,Autumn,0,0,Undetected,Vehicle,,Clear
EVT_066_02274,SGR_ZONE_066,2024-11-21,11,Autumn,4,1,Alert Triggered,Foot Patrol,55.0,Cloudy
EVT_066_02275,SGR_ZONE_066,2024-11-21,11,Autumn,23,1,Alert Triggered,Unknown,55.0,Cloudy
EVT_066_02276,SGR_ZONE_066,2024-11-21,11,Autumn,1,1,Retreated,Foot Patrol,55.0,Clear
EVT_067_02277,SGR_ZONE_067,2023-01-01,1,Winter,2,0,Undetected,Foot Patrol,,Fog
EVT_067_02278,SGR_ZONE_067,2023-01-01,1,Winter,22,1,Alert Triggered,Unknown,19.0,Clear
EVT_067_02279,SGR_ZONE_067,2023-01-31,1,Winter,4,0,Undetected,Unknown,,Clear
EVT_067_02280,SGR_ZONE_067,2023-01-31,1,Winter,0,0,Undetected,Drone (Suspicious),,Clear
EVT_067_02281,SGR_ZONE_067,2023-01-31,1,Winter,3,1,Neutralized,Foot Patrol,30.0,Cloudy
EVT_067_02282,SGR_ZONE_067,2023-03-02,3,Spring,22,0,Undetected,Drone (Suspicious),,Fog
EVT_067_02283,SGR_ZONE_067,2023-03-02,3,Spring,0,1,Alert Triggered,Drone (Suspicious),27.0,Clear
EVT_067_02284,SGR_ZONE_067,2023-07-30,7,Monsoon,23,1,Retreated,Foot Patrol,22.0,Snow
EVT_067_02285,SGR_ZONE_067,2023-07-30,7,Monsoon,23,1,Retreated,Foot Patrol,50.0,Cloudy
EVT_067_02286,SGR_ZONE_067,2023-09-28,9,Autumn,2,1,Retreated,Unknown,23.0,Cloudy
EVT_067_02287,SGR_ZONE_067,2023-09-28,9,Autumn,22,1,Neutralized,Foot Patrol,45.0,Cloudy
EVT_067_02288,SGR_ZONE_067,2023-09-28,9,Autumn,23,1,Retreated,Vehicle,40.0,Clear
EVT_067_02289,SGR_ZONE_067,2023-09-28,9,Autumn,0,1,Alert Triggered,Unknown,52.0,Fog
EVT_067_02290,SGR_ZONE_067,2023-10-28,10,Autumn,0,1,Neutralized,Vehicle,48.0,Clear
EVT_067_02291,SGR_ZONE_067,2023-10-28,10,Autumn,2,1,Alert Triggered,Unknown,44.0,Clear
EVT_067_02292,SGR_ZONE_067,2023-12-27,12,Winter,2,0,Undetected,Foot Patrol,,Snow
EVT_067_02293,SGR_ZONE_067,2023-12-27,12,Winter,0,1,Neutralized,Foot Patrol,11.0,Clear
EVT_067_02294,SGR_ZONE_067,2024-01-26,1,Winter,0,1,Retreated,Foot Patrol,59.0,Cloudy
EVT_067_02295,SGR_ZONE_067,2024-01-26,1,Winter,0,0,Undetected,Foot Patrol,,Clear
EVT_067_02296,SGR_ZONE_067,2024-01-26,1,Winter,3,0,Undetected,Foot Patrol,,Cloudy
EVT_067_02297,SGR_ZONE_067,2024-02-25,2,Winter,4,1,Alert Triggered,Foot Patrol,51.0,Clear
EVT_067_02298,SGR_ZONE_067,2024-02-25,2,Winter,22,1,Retreated,Unknown,9.0,Cloudy
EVT_067_02299,SGR_ZONE_067,2024-02-25,2,Winter,1,0,Undetected,Foot Patrol,,Clear
EVT_067_02300,SGR_ZONE_067,2024-05-25,5,Spring,0,1,Alert Triggered,Vehicle,59.0,Clear
EVT_067_02301,SGR_ZONE_067,2024-05-25,5,Spring,23,1,Retreated,Foot Patrol,44.0,Clear
EVT_067_02302,SGR_ZONE_067,2024-08-23,8,Monsoon,0,1,Alert Triggered,Foot Patrol,11.0,Snow
EVT_067_02303,SGR_ZONE_067,2024-08-23,8,Monsoon,2,0,Undetected,Foot Patrol,,Clear
EVT_067_02304,SGR_ZONE_067,2024-08-23,8,Monsoon,23,1,Neutralized,Foot Patrol,5.0,Clear
EVT_067_02305,SGR_ZONE_067,2024-08-23,8,Monsoon,4,1,Alert Triggered,Foot Patrol,30.0,Fog
EVT_068_02306,SGR_ZONE_068,2023-01-01,1,Winter,0,1,Retreated,Drone (Suspicious),51.0,Clear
EVT_068_02307,SGR_ZONE_068,2023-01-01,1,Winter,0,0,Undetected,Foot Patrol,,Snow
EVT_068_02308,SGR_ZONE_068,2023-01-01,1,Winter,23,1,Alert Triggered,Unknown,47.0,Cloudy
EVT_068_02309,SGR_ZONE_068,2023-01-01,1,Winter,0,1,Neutralized,Foot Patrol,39.0,Fog
EVT_068_02310,SGR_ZONE_068,2023-01-01,1,Winter,0,1,Alert Triggered,Foot Patrol,41.0,Cloudy
EVT_068_02311,SGR_ZONE_068,2023-01-01,1,Winter,3,1,Alert Triggered,Vehicle,24.0,Cloudy
EVT_068_02312,SGR_ZONE_068,2023-05-31,5,Spring,1,1,Neutralized,Foot Patrol,52.0,Fog
EVT_068_02313,SGR_ZONE_068,2023-07-30,7,Monsoon,23,1,Alert Triggered,Foot Patrol,11.0,Fog
EVT_068_02314,SGR_ZONE_068,2023-07-30,7,Monsoon,22,0,Undetected,Vehicle,,Snow
EVT_068_02315,SGR_ZONE_068,2023-07-30,7,Monsoon,23,1,Retreated,Unknown,6.0,Fog
EVT_068_02316,SGR_ZONE_068,2023-08-29,8,Monsoon,22,1,Alert Triggered,Foot Patrol,16.0,Clear
EVT_068_02317,SGR_ZONE_068,2023-08-29,8,Monsoon,1,1,Neutralized,Vehicle,49.0,Cloudy
EVT_068_02318,SGR_ZONE_068,2023-12-27,12,Winter,4,1,Retreated,Foot Patrol,25.0,Clear
EVT_068_02319,SGR_ZONE_068,2023-12-27,12,Winter,22,0,Undetected,Foot Patrol,,Clear
EVT_068_02320,SGR_ZONE_068,2024-01-26,1,Winter,0,1,Retreated,Foot Patrol,47.0,Fog
EVT_068_02321,SGR_ZONE_068,2024-01-26,1,Winter,0,1,Retreated,Foot Patrol,17.0,Clear
EVT_068_02322,SGR_ZONE_068,2024-02-25,2,Winter,4,1,Alert Triggered,Foot Patrol,19.0,Fog
EVT_068_02323,SGR_ZONE_068,2024-02-25,2,Winter,23,1,Alert Triggered,Foot Patrol,25.0,Cloudy
EVT_068_02324,SGR_ZONE_068,2024-02-25,2,Winter,1,1,Neutralized,Unknown,12.0,Fog
EVT_068_02325,SGR_ZONE_068,2024-05-25,5,Spring,4,0,Undetected,Foot Patrol,,Snow
EVT_068_02326,SGR_ZONE_068,2024-05-25,5,Spring,0,1,Alert Triggered,Unknown,46.0,Cloudy
EVT_068_02327,SGR_ZONE_068,2024-06-24,6,Monsoon,2,1,Retreated,Unknown,21.0,Cloudy
EVT_068_02328,SGR_ZONE_068,2024-06-24,6,Monsoon,22,1,Neutralized,Foot Patrol,41.0,Fog
EVT_068_02329,SGR_ZONE_068,2024-06-24,6,Monsoon,22,1,Neutralized,Foot Patrol,42.0,Clear
EVT_068_02330,SGR_ZONE_068,2024-07-24,7,Monsoon,1,0,Undetected,Drone (Suspicious),,Cloudy
EVT_069_02331,SGR_ZONE_069,2023-01-01,1,Winter,0,1,Retreated,Unknown,11.0,Clear
EVT_069_02332,SGR_ZONE_069,2023-01-01,1,Winter,4,1,Alert Triggered,Foot Patrol,54.0,Clear
EVT_069_02333,SGR_ZONE_069,2023-01-01,1,Winter,2,1,Neutralized,Unknown,56.0,Clear
EVT_069_02334,SGR_ZONE_069,2023-01-01,1,Winter,1,1,Retreated,Foot Patrol,17.0,Clear
EVT_069_02335,SGR_ZONE_069,2023-01-31,1,Winter,2,1,Retreated,Unknown,52.0,Cloudy
EVT_069_02336,SGR_ZONE_069,2023-01-31,1,Winter,1,1,Retreated,Foot Patrol,41.0,Clear
EVT_069_02337,SGR_ZONE_069,2023-03-02,3,Spring,0,1,Retreated,Vehicle,40.0,Cloudy
EVT_069_02338,SGR_ZONE_069,2023-03-02,3,Spring,0,1,Retreated,Foot Patrol,49.0,Cloudy
EVT_069_02339,SGR_ZONE_069,2023-03-02,3,Spring,4,1,Retreated,Vehicle,27.0,Cloudy
EVT_069_02340,SGR_ZONE_069,2023-06-30,6,Monsoon,1,1,Retreated,Unknown,34.0,Clear
EVT_069_02341,SGR_ZONE_069,2023-09-28,9,Autumn,0,1,Retreated,Unknown,33.0,Fog
EVT_069_02342,SGR_ZONE_069,2023-09-28,9,Autumn,23,0,Undetected,Unknown,,Cloudy
EVT_069_02343,SGR_ZONE_069,2023-09-28,9,Autumn,22,1,Retreated,Foot Patrol,15.0,Cloudy
EVT_069_02344,SGR_ZONE_069,2023-10-28,10,Autumn,0,1,Neutralized,Unknown,15.0,Snow
EVT_069_02345,SGR_ZONE_069,2023-10-28,10,Autumn,2,1,Retreated,Unknown,54.0,Clear
EVT_069_02346,SGR_ZONE_069,2023-10-28,10,Autumn,0,1,Neutralized,Foot Patrol,20.0,Clear
EVT_069_02347,SGR_ZONE_069,2024-03-26,3,Spring,0,0,Undetected,Unknown,,Cloudy
EVT_069_02348,SGR_ZONE_069,2024-03-26,3,Spring,0,1,Retreated,Unknown,56.0,Clear
EVT_069_02349,SGR_ZONE_069,2024-05-25,5,Spring,4,0,Undetected,Unknown,,Clear
EVT_069_02350,SGR_ZONE_069,2024-10-22,10,Autumn,0,0,Undetected,Foot Patrol,,Fog
EVT_069_02351,SGR_ZONE_069,2024-10-22,10,Autumn,22,1,Retreated,Foot Patrol,19.0,Clear
EVT_069_02352,SGR_ZONE_069,2024-10-22,10,Autumn,1,0,Undetected,Foot Patrol,,Clear
EVT_070_02353,SGR_ZONE_070,2023-01-01,1,Winter,1,1,Retreated,Foot Patrol,41.0,Cloudy
EVT_070_02354,SGR_ZONE_070,2023-01-01,1,Winter,1,1,Neutralized,Unknown,13.0,Clear
EVT_070_02355,SGR_ZONE_070,2023-01-01,1,Winter,1,0,Undetected,Unknown,,Cloudy
EVT_070_02356,SGR_ZONE_070,2023-01-01,1,Winter,1,1,Alert Triggered,Unknown,5.0,Snow
EVT_070_02357,SGR_ZONE_070,2023-03-02,3,Spring,0,0,Undetected,Foot Patrol,,Snow
EVT_070_02358,SGR_ZONE_070,2023-03-02,3,Spring,2,0,Undetected,Unknown,,Clear
EVT_070_02359,SGR_ZONE_070,2023-04-01,4,Spring,2,1,Retreated,Drone (Suspicious),5.0,Fog
EVT_070_02360,SGR_ZONE_070,2023-04-01,4,Spring,0,1,Retreated,Foot Patrol,18.0,Snow
EVT_070_02361,SGR_ZONE_070,2023-05-01,5,Spring,1,1,Alert Triggered,Foot Patrol,11.0,Fog
EVT_070_02362,SGR_ZONE_070,2023-05-01,5,Spring,2,1,Neutralized,Foot Patrol,11.0,Clear
EVT_070_02363,SGR_ZONE_070,2023-06-30,6,Monsoon,0,1,Alert Triggered,Vehicle,24.0,Cloudy
EVT_070_02364,SGR_ZONE_070,2023-06-30,6,Monsoon,23,0,Undetected,Foot Patrol,,Clear
EVT_070_02365,SGR_ZONE_070,2023-06-30,6,Monsoon,0,1,Retreated,Foot Patrol,52.0,Clear
EVT_070_02366,SGR_ZONE_070,2023-07-30,7,Monsoon,0,1,Neutralized,Vehicle,29.0,Cloudy
EVT_070_02367,SGR_ZONE_070,2023-07-30,7,Monsoon,3,1,Alert Triggered,Foot Patrol,33.0,Cloudy
EVT_070_02368,SGR_ZONE_070,2023-07-30,7,Monsoon,23,1,Alert Triggered,Vehicle,58.0,Fog
EVT_070_02369,SGR_ZONE_070,2023-07-30,7,Monsoon,0,1,Retreated,Unknown,46.0,Clear
EVT_070_02370,SGR_ZONE_070,2023-07-30,7,Monsoon,2,1,Alert Triggered,Unknown,44.0,Cloudy
EVT_070_02371,SGR_ZONE_070,2023-09-28,9,Autumn,2,0,Undetected,Foot Patrol,,Clear
EVT_070_02372,SGR_ZONE_070,2023-09-28,9,Autumn,2,0,Undetected,Foot Patrol,,Clear
EVT_070_02373,SGR_ZONE_070,2023-11-27,11,Autumn,0,1,Alert Triggered,Vehicle,18.0,Snow
EVT_070_02374,SGR_ZONE_070,2023-11-27,11,Autumn,23,1,Alert Triggered,Unknown,14.0,Cloudy
EVT_070_02375,SGR_ZONE_070,2023-12-27,12,Winter,0,1,Retreated,Unknown,17.0,Cloudy
EVT_070_02376,SGR_ZONE_070,2023-12-27,12,Winter,22,1,Retreated,Foot Patrol,56.0,Cloudy
EVT_070_02377,SGR_ZONE_070,2023-12-27,12,Winter,23,1,Neutralized,Foot Patrol,27.0,Snow
EVT_070_02378,SGR_ZONE_070,2023-12-27,12,Winter,23,0,Undetected,Vehicle,,Fog
EVT_070_02379,SGR_ZONE_070,2023-12-27,12,Winter,0,0,Undetected,Foot Patrol,,Cloudy
EVT_070_02380,SGR_ZONE_070,2023-12-27,12,Winter,22,1,Retreated,Foot Patrol,15.0,Cloudy
EVT_070_02381,SGR_ZONE_070,2023-12-27,12,Winter,23,1,Retreated,Foot Patrol,20.0,Fog
EVT_070_02382,SGR_ZONE_070,2023-12-27,12,Winter,23,1,Alert Triggered,Unknown,57.0,Clear
EVT_070_02383,SGR_ZONE_070,2023-12-27,12,Winter,0,0,Undetected,Vehicle,,Cloudy
EVT_070_02384,SGR_ZONE_070,2024-01-26,1,Winter,2,1,Retreated,Foot Patrol,15.0,Snow
EVT_070_02385,SGR_ZONE_070,2024-01-26,1,Winter,1,1,Alert Triggered,Vehicle,52.0,Clear
EVT_070_02386,SGR_ZONE_070,2024-01-26,1,Winter,0,1,Retreated,Foot Patrol,41.0,Clear
EVT_070_02387,SGR_ZONE_070,2024-01-26,1,Winter,0,0,Undetected,Drone (Suspicious),,Fog
EVT_070_02388,SGR_ZONE_070,2024-02-25,2,Winter,1,1,Retreated,Unknown,21.0,Clear
EVT_070_02389,SGR_ZONE_070,2024-02-25,2,Winter,0,1,Retreated,Drone (Suspicious),48.0,Snow
EVT_070_02390,SGR_ZONE_070,2024-02-25,2,Winter,1,0,Undetected,Drone (Suspicious),,Clear
EVT_070_02391,SGR_ZONE_070,2024-03-26,3,Spring,22,1,Neutralized,Unknown,24.0,Snow
EVT_070_02392,SGR_ZONE_070,2024-03-26,3,Spring,1,1,Alert Triggered,Foot Patrol,8.0,Clear
EVT_070_02393,SGR_ZONE_070,2024-04-25,4,Spring,2,1,Neutralized,Foot Patrol,18.0,Cloudy
EVT_070_02394,SGR_ZONE_070,2024-04-25,4,Spring,22,1,Neutralized,Foot Patrol,14.0,Clear
EVT_070_02395,SGR_ZONE_070,2024-04-25,4,Spring,0,1,Retreated,Foot Patrol,26.0,Clear
EVT_070_02396,SGR_ZONE_070,2024-08-23,8,Monsoon,1,1,Retreated,Vehicle,34.0,Cloudy
EVT_070_02397,SGR_ZONE_070,2024-11-21,11,Autumn,3,1,Alert Triggered,Foot Patrol,24.0,Clear
EVT_071_02398,SGR_ZONE_071,2023-01-01,1,Winter,1,1,Alert Triggered,Vehicle,18.0,Cloudy
EVT_071_02399,SGR_ZONE_071,2023-01-01,1,Winter,22,1,Neutralized,Foot Patrol,15.0,Clear
EVT_071_02400,SGR_ZONE_071,2023-01-01,1,Winter,0,1,Retreated,Foot Patrol,34.0,Snow
EVT_071_02401,SGR_ZONE_071,2023-01-31,1,Winter,23,0,Undetected,Unknown,,Snow
EVT_071_02402,SGR_ZONE_071,2023-01-31,1,Winter,1,1,Alert Triggered,Vehicle,9.0,Cloudy
EVT_071_02403,SGR_ZONE_071,2023-01-31,1,Winter,23,1,Neutralized,Drone (Suspicious),25.0,Fog
EVT_071_02404,SGR_ZONE_071,2023-03-02,3,Spring,2,0,Undetected,Foot Patrol,,Cloudy
EVT_071_02405,SGR_ZONE_071,2023-03-02,3,Spring,0,1,Retreated,Foot Patrol,10.0,Cloudy
EVT_071_02406,SGR_ZONE_071,2023-04-01,4,Spring,1,1,Retreated,Foot Patrol,30.0,Fog
EVT_071_02407,SGR_ZONE_071,2023-04-01,4,Spring,1,1,Retreated,Foot Patrol,27.0,Cloudy
EVT_071_02408,SGR_ZONE_071,2023-05-01,5,Spring,2,1,Retreated,Unknown,12.0,Fog
EVT_071_02409,SGR_ZONE_071,2023-05-01,5,Spring,3,0,Undetected,Foot Patrol,,Clear
EVT_071_02410,SGR_ZONE_071,2023-05-01,5,Spring,1,1,Neutralized,Foot Patrol,58.0,Clear
EVT_071_02411,SGR_ZONE_071,2023-05-31,5,Spring,2,0,Undetected,Unknown,,Cloudy
EVT_071_02412,SGR_ZONE_071,2023-06-30,6,Monsoon,1,1,Retreated,Vehicle,40.0,Snow
EVT_071_02413,SGR_ZONE_071,2023-06-30,6,Monsoon,0,1,Alert Triggered,Vehicle,15.0,Cloudy
EVT_071_02414,SGR_ZONE_071,2023-06-30,6,Monsoon,3,1,Retreated,Foot Patrol,38.0,Fog
EVT_071_02415,SGR_ZONE_071,2023-07-30,7,Monsoon,2,1,Retreated,Foot Patrol,47.0,Snow
EVT_071_02416,SGR_ZONE_071,2023-11-27,11,Autumn,1,1,Neutralized,Foot Patrol,43.0,Fog
EVT_071_02417,SGR_ZONE_071,2023-11-27,11,Autumn,0,0,Undetected,Foot Patrol,,Clear
